district,District,NOME,UF_SIGLA,REGIAO,LOCAL
3143,Minas Gerais_RURAL,Minas Gerais,MG,SUDESTE,RURAL
3144,Minas Gerais_RURAL,Minas Gerais,MG,SUDESTE,RURAL
3145,Minas Gerais_RURAL,Minas Gerais,MG,SUDESTE,RURAL
3146,Minas Gerais_RURAL,Minas Gerais,MG,SUDESTE,RURAL
3147,Minas Gerais_RURAL,Minas Gerais,MG,SUDESTE,RURAL
3148,Minas Gerais_RURAL,Minas Gerais,MG,SUDESTE,RURAL
3149,Minas Gerais_RURAL,Minas Gerais,MG,SUDESTE,RURAL
3201,Espírito Santo_CAPITAL,Espírito Santo,ES,SUDESTE,CAPITAL
3202,Espírito Santo_CAPITAL,Espírito Santo,ES,SUDESTE,CAPITAL
3203,Espírito Santo_RESTO_RM,Espírito Santo,ES,SUDESTE,RESTO_RM
3204,Espírito Santo_RESTO_RM,Espírito Santo,ES,SUDESTE,RESTO_RM
3205,Espírito Santo_RESTO_RM,Espírito Santo,ES,SUDESTE,RESTO_RM
3206,Espírito Santo_RESTO_UF,Espírito Santo,ES,SUDESTE,RESTO_UF
3207,Espírito Santo_RESTO_UF,Espírito Santo,ES,SUDESTE,RESTO_UF
3208,Espírito Santo_RESTO_UF,Espírito Santo,ES,SUDESTE,RESTO_UF
3209,Espírito Santo_RESTO_UF,Espírito Santo,ES,SUDESTE,RESTO_UF
3210,Espírito Santo_RESTO_UF,Espírito Santo,ES,SUDESTE,RESTO_UF
3211,Espírito Santo_RESTO_UF,Espírito Santo,ES,SUDESTE,RESTO_UF
3212,Espírito Santo_RURAL,Espírito Santo,ES,SUDESTE,RURAL
3213,Espírito Santo_RURAL,Espírito Santo,ES,SUDESTE,RURAL
3214,Espírito Santo_RURAL,Espírito Santo,ES,SUDESTE,RURAL
3215,Espírito Santo_RURAL,Espírito Santo,ES,SUDESTE,RURAL
3301,Rio de Janeiro_CAPITAL,Rio de Janeiro,RJ,SUDESTE,CAPITAL
3302,Rio de Janeiro_CAPITAL,Rio de Janeiro,RJ,SUDESTE,CAPITAL
3303,Rio de Janeiro_CAPITAL,Rio de Janeiro,RJ,SUDESTE,CAPITAL
3304,Rio de Janeiro_CAPITAL,Rio de Janeiro,RJ,SUDESTE,CAPITAL
3305,Rio de Janeiro_CAPITAL,Rio de Janeiro,RJ,SUDESTE,CAPITAL
3306,Rio de Janeiro_CAPITAL,Rio de Janeiro,RJ,SUDESTE,CAPITAL
3307,Rio de Janeiro_CAPITAL,Rio de Janeiro,RJ,SUDESTE,CAPITAL
3308,Rio de Janeiro_CAPITAL,Rio de Janeiro,RJ,SUDESTE,CAPITAL
3309,Rio de Janeiro_CAPITAL,Rio de Janeiro,RJ,SUDESTE,CAPITAL
3310,Rio de Janeiro_RESTO_RM,Rio de Janeiro,RJ,SUDESTE,RESTO_RM
3311,Rio de Janeiro_RESTO_RM,Rio de Janeiro,RJ,SUDESTE,RESTO_RM
3312,Rio de Janeiro_RESTO_RM,Rio de Janeiro,RJ,SUDESTE,RESTO_RM
3313,Rio de Janeiro_RESTO_RM,Rio de Janeiro,RJ,SUDESTE,RESTO_RM
3314,Rio de Janeiro_RESTO_RM,Rio de Janeiro,RJ,SUDESTE,RESTO_RM
3315,Rio de Janeiro_RESTO_RM,Rio de Janeiro,RJ,SUDESTE,RESTO_RM
3316,Rio de Janeiro_RESTO_RM,Rio de Janeiro,RJ,SUDESTE,RESTO_RM
3317,Rio de Janeiro_RESTO_RM,Rio de Janeiro,RJ,SUDESTE,RESTO_RM
3318,Rio de Janeiro_RESTO_RM,Rio de Janeiro,RJ,SUDESTE,RESTO_RM
3319,Rio de Janeiro_RESTO_UF,Rio de Janeiro,RJ,SUDESTE,RESTO_UF
3320,Rio de Janeiro_RESTO_UF,Rio de Janeiro,RJ,SUDESTE,RESTO_UF
3321,Rio de Janeiro_RESTO_UF,Rio de Janeiro,RJ,SUDESTE,RESTO_UF
3322,Rio de Janeiro_RESTO_UF,Rio de Janeiro,RJ,SUDESTE,RESTO_UF
3323,Rio de Janeiro_RESTO_UF,Rio de Janeiro,RJ,SUDESTE,RESTO_UF
3324,Rio de Janeiro_RESTO_UF,Rio de Janeiro,RJ,SUDESTE,RESTO_UF
3325,Rio de Janeiro_RESTO_UF,Rio de Janeiro,RJ,SUDESTE,RESTO_UF
3326,Rio de Janeiro_RESTO_UF,Rio de Janeiro,RJ,SUDESTE,RESTO_UF
3327,Rio de Janeiro_RESTO_UF,Rio de Janeiro,RJ,SUDESTE,RESTO_UF
3328,Rio de Janeiro_RESTO_UF,Rio de Janeiro,RJ,SUDESTE,RESTO_UF
3329,Rio de Janeiro_RESTO_UF,Rio de Janeiro,RJ,SUDESTE,RESTO_UF
3330,Rio de Janeiro_RESTO_UF,Rio de Janeiro,RJ,SUDESTE,RESTO_UF
3331,Rio de Janeiro_RURAL,Rio de Janeiro,RJ,SUDESTE,RURAL
3332,Rio de Janeiro_RURAL,Rio de Janeiro,RJ,SUDESTE,RURAL
3333,Rio de Janeiro_RURAL,Rio de Janeiro,RJ,SUDESTE,RURAL
3334,Rio de Janeiro_RURAL,Rio de Janeiro,RJ,SUDESTE,RURAL
3335,Rio de Janeiro_RURAL,Rio de Janeiro,RJ,SUDESTE,RURAL
3336,Rio de Janeiro_RURAL,Rio de Janeiro,RJ,SUDESTE,RURAL
3337,Rio de Janeiro_RURAL,Rio de Janeiro,RJ,SUDESTE,RURAL
3501,São Paulo_CAPITAL,São Paulo,SP,SUDESTE,CAPITAL
3502,São Paulo_CAPITAL,São Paulo,SP,SUDESTE,CAPITAL
3503,São Paulo_CAPITAL,São Paulo,SP,SUDESTE,CAPITAL
3504,São Paulo_CAPITAL,São Paulo,SP,SUDESTE,CAPITAL
3505,São Paulo_CAPITAL,São Paulo,SP,SUDESTE,CAPITAL
3506,São Paulo_CAPITAL,São Paulo,SP,SUDESTE,CAPITAL
3507,São Paulo_CAPITAL,São Paulo,SP,SUDESTE,CAPITAL
3508,São Paulo_CAPITAL,São Paulo,SP,SUDESTE,CAPITAL
3509,São Paulo_CAPITAL,São Paulo,SP,SUDESTE,CAPITAL
3510,São Paulo_RESTO_RM,São Paulo,SP,SUDESTE,RESTO_RM
3511,São Paulo_RESTO_RM,São Paulo,SP,SUDESTE,RESTO_RM
3512,São Paulo_RESTO_RM,São Paulo,SP,SUDESTE,RESTO_RM
3513,São Paulo_RESTO_RM,São Paulo,SP,SUDESTE,RESTO_RM
3514,São Paulo_RESTO_RM,São Paulo,SP,SUDESTE,RESTO_RM
3515,São Paulo_RESTO_RM,São Paulo,SP,SUDESTE,RESTO_RM
3516,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3517,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3518,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3519,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3520,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3521,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3522,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3523,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3524,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3525,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3526,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3527,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3528,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3529,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3530,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3531,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3532,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3533,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3534,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3535,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3536,São Paulo_RESTO_UF,São Paulo,SP,SUDESTE,RESTO_UF
3537,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3538,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3539,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3540,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3541,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3542,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3543,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3544,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3545,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3546,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3547,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3548,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3549,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3550,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3551,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3552,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
3553,São Paulo_RURAL,São Paulo,SP,SUDESTE,RURAL
4101,Paraná_CAPITAL,Paraná,PR,SUL,CAPITAL
4102,Paraná_CAPITAL,Paraná,PR,SUL,CAPITAL
4103,Paraná_CAPITAL,Paraná,PR,SUL,CAPITAL
4104,Paraná_CAPITAL,Paraná,PR,SUL,CAPITAL
4105,Paraná_CAPITAL,Paraná,PR,SUL,CAPITAL
4106,Paraná_RESTO_RM,Paraná,PR,SUL,RESTO_RM
4107,Paraná_RESTO_RM,Paraná,PR,SUL,RESTO_RM
4108,Paraná_RESTO_RM,Paraná,PR,SUL,RESTO_RM
4109,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4110,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4111,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4112,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4113,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4114,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4115,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4116,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4117,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4118,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4119,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4120,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4121,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4122,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4123,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4124,Paraná_RESTO_UF,Paraná,PR,SUL,RESTO_UF
4125,Paraná_RURAL,Paraná,PR,SUL,RURAL
4126,Paraná_RURAL,Paraná,PR,SUL,RURAL
4127,Paraná_RURAL,Paraná,PR,SUL,RURAL
4128,Paraná_RURAL,Paraná,PR,SUL,RURAL
4129,Paraná_RURAL,Paraná,PR,SUL,RURAL
4130,Paraná_RURAL,Paraná,PR,SUL,RURAL
4131,Paraná_RURAL,Paraná,PR,SUL,RURAL
4132,Paraná_RURAL,Paraná,PR,SUL,RURAL
4133,Paraná_RURAL,Paraná,PR,SUL,RURAL
4134,Paraná_RURAL,Paraná,PR,SUL,RURAL
4135,Paraná_RURAL,Paraná,PR,SUL,RURAL
4201,Santa Catarina_CAPITAL,Santa Catarina,SC,SUL,CAPITAL
4202,Santa Catarina_CAPITAL,Santa Catarina,SC,SUL,CAPITAL
4203,Santa Catarina_RESTO_RM,Santa Catarina,SC,SUL,RESTO_RM
4204,Santa Catarina_RESTO_RM,Santa Catarina,SC,SUL,RESTO_RM
4205,Santa Catarina_RESTO_UF,Santa Catarina,SC,SUL,RESTO_UF
4206,Santa Catarina_RESTO_UF,Santa Catarina,SC,SUL,RESTO_UF
4207,Santa Catarina_RESTO_UF,Santa Catarina,SC,SUL,RESTO_UF
4208,Santa Catarina_RESTO_UF,Santa Catarina,SC,SUL,RESTO_UF
4209,Santa Catarina_RESTO_UF,Santa Catarina,SC,SUL,RESTO_UF
4210,Santa Catarina_RESTO_UF,Santa Catarina,SC,SUL,RESTO_UF
4211,Santa Catarina_RESTO_UF,Santa Catarina,SC,SUL,RESTO_UF
4212,Santa Catarina_RESTO_UF,Santa Catarina,SC,SUL,RESTO_UF
4213,Santa Catarina_RESTO_UF,Santa Catarina,SC,SUL,RESTO_UF
4214,Santa Catarina_RESTO_UF,Santa Catarina,SC,SUL,RESTO_UF
4215,Santa Catarina_RESTO_UF,Santa Catarina,SC,SUL,RESTO_UF
4216,Santa Catarina_RESTO_UF,Santa Catarina,SC,SUL,RESTO_UF
4217,Santa Catarina_RESTO_UF,Santa Catarina,SC,SUL,RESTO_UF
4218,Santa Catarina_RURAL,Santa Catarina,SC,SUL,RURAL
4219,Santa Catarina_RURAL,Santa Catarina,SC,SUL,RURAL
4220,Santa Catarina_RURAL,Santa Catarina,SC,SUL,RURAL
4221,Santa Catarina_RURAL,Santa Catarina,SC,SUL,RURAL
4222,Santa Catarina_RURAL,Santa Catarina,SC,SUL,RURAL
4223,Santa Catarina_RURAL,Santa Catarina,SC,SUL,RURAL
4224,Santa Catarina_RURAL,Santa Catarina,SC,SUL,RURAL
4225,Santa Catarina_RURAL,Santa Catarina,SC,SUL,RURAL
4226,Santa Catarina_RURAL,Santa Catarina,SC,SUL,RURAL
4301,Rio Grande Do Sul_CAPITAL,Rio Grande Do Sul,RS,SUL,CAPITAL
4302,Rio Grande Do Sul_CAPITAL,Rio Grande Do Sul,RS,SUL,CAPITAL
4303,Rio Grande Do Sul_CAPITAL,Rio Grande Do Sul,RS,SUL,CAPITAL
4304,Rio Grande Do Sul_CAPITAL,Rio Grande Do Sul,RS,SUL,CAPITAL
4305,Rio Grande Do Sul_CAPITAL,Rio Grande Do Sul,RS,SUL,CAPITAL
4306,Rio Grande Do Sul_CAPITAL,Rio Grande Do Sul,RS,SUL,CAPITAL
4307,Rio Grande Do Sul_RESTO_RM,Rio Grande Do Sul,RS,SUL,RESTO_RM
4308,Rio Grande Do Sul_RESTO_RM,Rio Grande Do Sul,RS,SUL,RESTO_RM
4309,Rio Grande Do Sul_RESTO_RM,Rio Grande Do Sul,RS,SUL,RESTO_RM
4310,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4311,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4312,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4313,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4314,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4315,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4316,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4317,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4318,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4319,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4320,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4321,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4322,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4323,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4324,Rio Grande Do Sul_RESTO_UF,Rio Grande Do Sul,RS,SUL,RESTO_UF
4325,Rio Grande Do Sul_RURAL,Rio Grande Do Sul,RS,SUL,RURAL
4326,Rio Grande Do Sul_RURAL,Rio Grande Do Sul,RS,SUL,RURAL
4327,Rio Grande Do Sul_RURAL,Rio Grande Do Sul,RS,SUL,RURAL
4328,Rio Grande Do Sul_RURAL,Rio Grande Do Sul,RS,SUL,RURAL
4329,Rio Grande Do Sul_RURAL,Rio Grande Do Sul,RS,SUL,RURAL
4330,Rio Grande Do Sul_RURAL,Rio Grande Do Sul,RS,SUL,RURAL
4331,Rio Grande Do Sul_RURAL,Rio Grande Do Sul,RS,SUL,RURAL
4332,Rio Grande Do Sul_RURAL,Rio Grande Do Sul,RS,SUL,RURAL
4333,Rio Grande Do Sul_RURAL,Rio Grande Do Sul,RS,SUL,RURAL
4334,Rio Grande Do Sul_RURAL,Rio Grande Do Sul,RS,SUL,RURAL
4335,Rio Grande Do Sul_RURAL,Rio Grande Do Sul,RS,SUL,RURAL
5001,Mato Grosso do Sul_CAPITAL,Mato Grosso do Sul,MS,CENTRO-OESTE,CAPITAL
5002,Mato Grosso do Sul_CAPITAL,Mato Grosso do Sul,MS,CENTRO-OESTE,CAPITAL
5003,Mato Grosso do Sul_CAPITAL,Mato Grosso do Sul,MS,CENTRO-OESTE,CAPITAL
5004,Mato Grosso do Sul_RESTO_UF,Mato Grosso do Sul,MS,CENTRO-OESTE,RESTO_UF
5005,Mato Grosso do Sul_RESTO_UF,Mato Grosso do Sul,MS,CENTRO-OESTE,RESTO_UF
5006,Mato Grosso do Sul_RESTO_UF,Mato Grosso do Sul,MS,CENTRO-OESTE,RESTO_UF
5007,Mato Grosso do Sul_RESTO_UF,Mato Grosso do Sul,MS,CENTRO-OESTE,RESTO_UF
5008,Mato Grosso do Sul_RESTO_UF,Mato Grosso do Sul,MS,CENTRO-OESTE,RESTO_UF
5009,Mato Grosso do Sul_RESTO_UF,Mato Grosso do Sul,MS,CENTRO-OESTE,RESTO_UF
5010,Mato Grosso do Sul_RURAL,Mato Grosso do Sul,MS,CENTRO-OESTE,RURAL
5011,Mato Grosso do Sul_RURAL,Mato Grosso do Sul,MS,CENTRO-OESTE,RURAL
5012,Mato Grosso do Sul_RURAL,Mato Grosso do Sul,MS,CENTRO-OESTE,RURAL
5013,Mato Grosso do Sul_RURAL,Mato Grosso do Sul,MS,CENTRO-OESTE,RURAL
5101,Mato Grosso_CAPITAL,Mato Grosso,MT,CENTRO-OESTE,CAPITAL
5102,Mato Grosso_CAPITAL,Mato Grosso,MT,CENTRO-OESTE,CAPITAL
5103,Mato Grosso_RESTO_RM,Mato Grosso,MT,CENTRO-OESTE,RESTO_RM
5103,Mato Grosso_RESTO_RM,Mato Grosso,MT,CENTRO-OESTE,RESTO_RM
5104,Mato Grosso_RESTO_UF,Mato Grosso,MT,CENTRO-OESTE,RESTO_UF
5105,Mato Grosso_RESTO_UF,Mato Grosso,MT,CENTRO-OESTE,RESTO_UF
5106,Mato Grosso_RESTO_UF,Mato Grosso,MT,CENTRO-OESTE,RESTO_UF
5107,Mato Grosso_RESTO_UF,Mato Grosso,MT,CENTRO-OESTE,RESTO_UF
5108,Mato Grosso_RESTO_UF,Mato Grosso,MT,CENTRO-OESTE,RESTO_UF
5109,Mato Grosso_RESTO_UF,Mato Grosso,MT,CENTRO-OESTE,RESTO_UF
5110,Mato Grosso_RESTO_UF,Mato Grosso,MT,CENTRO-OESTE,RESTO_UF
5111,Mato Grosso_RESTO_UF,Mato Grosso,MT,CENTRO-OESTE,RESTO_UF
5112,Mato Grosso_RESTO_UF,Mato Grosso,MT,CENTRO-OESTE,RESTO_UF
5113,Mato Grosso_RURAL,Mato Grosso,MT,CENTRO-OESTE,RURAL
5114,Mato Grosso_RURAL,Mato Grosso,MT,CENTRO-OESTE,RURAL
5115,Mato Grosso_RURAL,Mato Grosso,MT,CENTRO-OESTE,RURAL
5116,Mato Grosso_RURAL,Mato Grosso,MT,CENTRO-OESTE,RURAL
5117,Mato Grosso_RURAL,Mato Grosso,MT,CENTRO-OESTE,RURAL
5118,Mato Grosso_RURAL,Mato Grosso,MT,CENTRO-OESTE,RURAL
5201,Goiás_CAPITAL,Goiás,GO,CENTRO-OESTE,CAPITAL
5202,Goiás_CAPITAL,Goiás,GO,CENTRO-OESTE,CAPITAL
5203,Goiás_CAPITAL,Goiás,GO,CENTRO-OESTE,CAPITAL
5204,Goiás_RESTO_RM,Goiás,GO,CENTRO-OESTE,RESTO_RM
5205,Goiás_RESTO_RM,Goiás,GO,CENTRO-OESTE,RESTO_RM
5206,Goiás_RESTO_RM,Goiás,GO,CENTRO-OESTE,RESTO_RM
5207,Goiás_RESTO_UF,Goiás,GO,CENTRO-OESTE,RESTO_UF
5208,Goiás_RESTO_UF,Goiás,GO,CENTRO-OESTE,RESTO_UF
5209,Goiás_RESTO_UF,Goiás,GO,CENTRO-OESTE,RESTO_UF
5210,Goiás_RESTO_UF,Goiás,GO,CENTRO-OESTE,RESTO_UF
5211,Goiás_RESTO_UF,Goiás,GO,CENTRO-OESTE,RESTO_UF
5212,Goiás_RESTO_UF,Goiás,GO,CENTRO-OESTE,RESTO_UF
5213,Goiás_RESTO_UF,Goiás,GO,CENTRO-OESTE,RESTO_UF
5214,Goiás_RESTO_UF,Goiás,GO,CENTRO-OESTE,RESTO_UF
5215,Goiás_RESTO_UF,Goiás,GO,CENTRO-OESTE,RESTO_UF
5216,Goiás_RESTO_UF,Goiás,GO,CENTRO-OESTE,RESTO_UF
5217,Goiás_RESTO_UF,Goiás,GO,CENTRO-OESTE,RESTO_UF
5218,Goiás_RURAL,Goiás,GO,CENTRO-OESTE,RURAL
5219,Goiás_RURAL,Goiás,GO,CENTRO-OESTE,RURAL
5220,Goiás_RURAL,Goiás,GO,CENTRO-OESTE,RURAL
5221,Goiás_RURAL,Goiás,GO,CENTRO-OESTE,RURAL
5222,Goiás_RURAL,Goiás,GO,CENTRO-OESTE,RURAL
5223,Goiás_RURAL,Goiás,GO,CENTRO-OESTE,RURAL
5224,Goiás_RURAL,Goiás,GO,CENTRO-OESTE,RURAL
5225,Goiás_RURAL,Goiás,GO,CENTRO-OESTE,RURAL
5301,Distrito Federal_DF_URBANO,Distrito Federal,DF,CENTRO-OESTE,DF_URBANO
5302,Distrito Federal_DF_URBANO,Distrito Federal,DF,CENTRO-OESTE,DF_URBANO
5303,Distrito Federal_DF_URBANO,Distrito Federal,DF,CENTRO-OESTE,DF_URBANO
5304,Distrito Federal_DF_URBANO,Distrito Federal,DF,CENTRO-OESTE,DF_URBANO
5305,Distrito Federal_DF_URBANO,Distrito Federal,DF,CENTRO-OESTE,DF_URBANO
5306,Distrito Federal_DF_URBANO,Distrito Federal,DF,CENTRO-OESTE,DF_URBANO
5307,Distrito Federal_RURAL,Distrito Federal,DF,CENTRO-OESTE,RURAL
5308,Distrito Federal_RURAL,Distrito Federal,DF,CENTRO-OESTE,RURAL
